chrom	start	end	bp
NC_053453.1	53000000	54000000	198708
NC_053453.1	54000000	55000000	74391
NC_053453.1	55000000	56000000	56662
NC_053453.1	56000000	57000000	75648
NC_053453.1	57000000	58000000	83377
NC_053453.1	58000000	59000000	50219
NC_053453.1	59000000	60000000	69405
NC_053453.1	60000000	61000000	63678
NC_053453.1	61000000	62000000	66485
NC_053453.1	62000000	63000000	62320
NC_053453.1	63000000	64000000	49303
NC_053453.1	64000000	65000000	105129
NC_053453.1	65000000	66000000	28990
NC_053453.1	66000000	67000000	77246
NC_053453.1	67000000	68000000	51379
NC_053453.1	68000000	69000000	48378
NC_053453.1	69000000	70000000	46198
NC_053453.1	70000000	71000000	24824
NC_053453.1	71000000	72000000	67354
NC_053453.1	72000000	73000000	18774
NC_053453.1	73000000	74000000	55493
NC_053453.1	74000000	75000000	107423
NC_053453.1	75000000	76000000	72270
NC_053453.1	76000000	76187387	15250
NC_053450.1	0	1000000	67621
NC_053450.1	1000000	2000000	17509
NC_053450.1	2000000	3000000	3345
NC_053450.1	3000000	4000000	35694
NC_053450.1	4000000	5000000	9718
NC_053450.1	5000000	6000000	6676
NC_053450.1	6000000	7000000	9004
NC_053450.1	7000000	8000000	40338
NC_053450.1	8000000	9000000	23187
NC_053450.1	9000000	10000000	14819
NC_053450.1	10000000	11000000	19869
NC_053450.1	11000000	12000000	112066
NC_053450.1	12000000	13000000	41338
NC_053450.1	13000000	14000000	60733
NC_053450.1	14000000	15000000	19716
NC_053450.1	15000000	16000000	3142
NC_053450.1	16000000	17000000	10482
NC_053450.1	17000000	18000000	27915
NC_053450.1	18000000	19000000	22894
NC_053450.1	19000000	20000000	18741
NC_053450.1	20000000	21000000	61959
NC_053450.1	21000000	22000000	48976
NC_053450.1	22000000	23000000	35385
NC_053450.1	23000000	24000000	87627
NC_053450.1	24000000	25000000	29476
NC_053450.1	25000000	26000000	50447
NC_053450.1	26000000	27000000	15482
NC_053450.1	27000000	28000000	32859
NC_053450.1	28000000	29000000	19818
NC_053450.1	29000000	30000000	39997
NC_053450.1	30000000	31000000	19388
NC_053450.1	31000000	32000000	11027
NC_053450.1	32000000	33000000	43129
NC_053450.1	33000000	34000000	44792
NC_053450.1	34000000	35000000	32140
NC_053450.1	35000000	36000000	61300
NC_053450.1	36000000	37000000	19510
NC_053450.1	37000000	38000000	38323
NC_053450.1	38000000	39000000	24965
NC_053450.1	39000000	40000000	60647
NC_053450.1	40000000	41000000	49157
NC_053450.1	41000000	42000000	9222
NC_053450.1	42000000	43000000	49534
NC_053450.1	43000000	44000000	28774
NC_053450.1	44000000	45000000	43395
NC_053450.1	45000000	46000000	5957
NC_053450.1	46000000	47000000	25195
NC_053450.1	47000000	48000000	56614
NC_053450.1	48000000	49000000	71969
NC_053450.1	49000000	50000000	45596
NC_053450.1	50000000	51000000	30973
NC_053450.1	51000000	52000000	32436
NC_053450.1	52000000	53000000	61376
NC_053450.1	53000000	54000000	53276
NC_053450.1	54000000	55000000	29927
NC_053450.1	55000000	56000000	9118
NC_053450.1	56000000	57000000	12852
NC_053450.1	57000000	58000000	14006
NC_053450.1	58000000	59000000	13288
NC_053450.1	59000000	60000000	30685
NC_053450.1	60000000	61000000	45290
NC_053450.1	61000000	62000000	49586
NC_053450.1	62000000	63000000	54864
NC_053450.1	63000000	64000000	6283
NC_053450.1	64000000	65000000	3806
NC_053450.1	65000000	66000000	56479
NC_053450.1	66000000	67000000	37325
NC_053450.1	67000000	68000000	29842
NC_053450.1	68000000	69000000	4599
NC_053450.1	69000000	70000000	9253
NC_053450.1	70000000	71000000	27749
NC_053450.1	71000000	72000000	46195
NC_053450.1	72000000	73000000	19586
NC_053450.1	73000000	74000000	29457
NC_053450.1	74000000	75000000	1263
NC_053450.1	75000000	76000000	45420
NC_053450.1	76000000	77000000	20513
NC_053450.1	77000000	78000000	16827
NC_053450.1	78000000	79000000	4531
NC_053450.1	79000000	80000000	3818
NC_053450.1	80000000	81000000	2368
NC_053450.1	81000000	82000000	4161
NC_053450.1	82000000	83000000	.
NC_053450.1	83000000	84000000	33854
NC_053450.1	84000000	85000000	74607
NC_053450.1	85000000	86000000	23231
NC_053450.1	86000000	87000000	94204
NC_053450.1	87000000	88000000	37944
NC_053450.1	88000000	89000000	22153
NC_053450.1	89000000	90000000	61157
NC_053450.1	90000000	91000000	42479
NC_053450.1	91000000	92000000	37129
NC_053450.1	92000000	93000000	48230
NC_053450.1	93000000	94000000	26025
NC_053450.1	94000000	95000000	21761
NC_053450.1	95000000	96000000	21770
NC_053450.1	96000000	97000000	51436
NC_053450.1	97000000	98000000	26107
NC_053450.1	98000000	99000000	48531
NC_053450.1	99000000	100000000	16444
NC_053450.1	100000000	101000000	25243
NC_053450.1	101000000	102000000	28731
NC_053450.1	102000000	103000000	10789
NC_053450.1	103000000	104000000	44798
NC_053450.1	104000000	105000000	6952
NC_053450.1	105000000	106000000	4194
NC_053450.1	106000000	107000000	50231
NC_053450.1	107000000	108000000	42700
NC_053450.1	108000000	109000000	41528
NC_053450.1	109000000	110000000	44310
NC_053450.1	110000000	111000000	65122
NC_053450.1	111000000	112000000	74537
NC_053450.1	112000000	113000000	71665
NC_053450.1	113000000	114000000	75122
NC_053450.1	114000000	115000000	63586
NC_053450.1	115000000	116000000	13734
NC_053450.1	116000000	117000000	34747
NC_053450.1	117000000	118000000	31595
NC_053450.1	118000000	119000000	11832
NC_053450.1	119000000	120000000	26277
NC_053450.1	120000000	121000000	57717
NC_053450.1	121000000	122000000	42556
NC_053450.1	122000000	123000000	60134
NC_053450.1	123000000	124000000	36171
NC_053450.1	124000000	125000000	49027
NC_053450.1	125000000	126000000	27192
NC_053450.1	126000000	127000000	30585
NC_053450.1	127000000	128000000	19814
NC_053450.1	128000000	129000000	49268
NC_053450.1	129000000	130000000	7401
NC_053450.1	130000000	131000000	38419
NC_053450.1	131000000	132000000	44287
NC_053450.1	132000000	133000000	62707
NC_053450.1	133000000	134000000	51124
NC_053450.1	134000000	135000000	54838
NC_053450.1	135000000	136000000	58414
NC_053450.1	136000000	137000000	71881
NC_053450.1	137000000	138000000	23837
NC_053450.1	138000000	139000000	30053
NC_053450.1	139000000	140000000	52284
NC_053450.1	140000000	141000000	73562
NC_053450.1	141000000	142000000	49417
NC_053450.1	142000000	143000000	32267
NC_053450.1	143000000	144000000	25391
NC_053450.1	144000000	145000000	12439
NC_053450.1	145000000	146000000	32673
NC_053450.1	146000000	147000000	46514
NC_053450.1	147000000	148000000	36410
NC_053450.1	148000000	149000000	21991
NC_053450.1	149000000	150000000	35988
NC_053450.1	150000000	151000000	28055
NC_053450.1	151000000	152000000	73738
NC_053450.1	152000000	153000000	24619
NC_053450.1	153000000	154000000	84985
NC_053450.1	154000000	155000000	30343
NC_053450.1	155000000	156000000	111139
NC_053450.1	156000000	156035725	13202
NC_053452.1	0	1000000	134547
NC_053452.1	1000000	2000000	88662
NC_053452.1	2000000	3000000	76571
NC_053452.1	3000000	4000000	28332
NC_053452.1	4000000	5000000	53822
NC_053452.1	5000000	6000000	36290
NC_053452.1	6000000	7000000	86675
NC_053452.1	7000000	8000000	48316
NC_053452.1	8000000	9000000	51516
NC_053452.1	9000000	10000000	68181
NC_053452.1	10000000	11000000	37495
NC_053452.1	11000000	12000000	93889
NC_053452.1	12000000	13000000	110049
NC_053452.1	13000000	14000000	50450
NC_053452.1	14000000	15000000	2054
NC_053452.1	15000000	16000000	34364
NC_053452.1	16000000	17000000	65061
NC_053452.1	17000000	18000000	59914
NC_053452.1	18000000	19000000	95134
NC_053452.1	19000000	20000000	50615
NC_053452.1	20000000	21000000	36019
NC_053452.1	21000000	22000000	25225
NC_053452.1	22000000	23000000	61913
NC_053452.1	23000000	24000000	91834
NC_053452.1	24000000	25000000	63039
NC_053452.1	25000000	26000000	33101
NC_053452.1	26000000	27000000	45759
NC_053452.1	27000000	28000000	29249
NC_053452.1	28000000	29000000	48164
NC_053452.1	29000000	30000000	43816
NC_053452.1	30000000	31000000	19107
NC_053452.1	31000000	32000000	53909
NC_053452.1	32000000	33000000	71015
NC_053452.1	33000000	34000000	34844
NC_053452.1	34000000	35000000	46422
NC_053452.1	35000000	36000000	33842
NC_053452.1	36000000	37000000	51929
NC_053452.1	37000000	38000000	84402
NC_053452.1	38000000	39000000	41339
NC_053452.1	39000000	40000000	47456
NC_053452.1	40000000	41000000	34804
NC_053452.1	41000000	42000000	51640
NC_053452.1	42000000	43000000	40384
NC_053452.1	43000000	44000000	79711
NC_053452.1	44000000	45000000	39995
NC_053452.1	45000000	46000000	58701
NC_053452.1	46000000	47000000	44541
NC_053452.1	47000000	48000000	22057
NC_053452.1	48000000	49000000	35557
NC_053452.1	49000000	50000000	46500
NC_053452.1	50000000	51000000	43745
NC_053452.1	51000000	52000000	78902
NC_053452.1	52000000	53000000	22163
NC_053452.1	53000000	54000000	48348
NC_053452.1	54000000	55000000	77276
NC_053452.1	55000000	56000000	33752
NC_053452.1	56000000	57000000	25169
NC_053452.1	57000000	58000000	79969
NC_053452.1	58000000	59000000	83616
NC_053452.1	59000000	60000000	27603
NC_053452.1	60000000	61000000	50408
NC_053452.1	61000000	62000000	24870
NC_053452.1	62000000	63000000	36884
NC_053452.1	63000000	64000000	35600
NC_053452.1	64000000	65000000	27518
NC_053452.1	65000000	66000000	20594
NC_053452.1	66000000	67000000	64921
NC_053452.1	67000000	68000000	43119
NC_053452.1	68000000	69000000	11662
NC_053452.1	69000000	70000000	73629
NC_053452.1	70000000	71000000	54949
NC_053452.1	71000000	72000000	49261
NC_053452.1	72000000	73000000	21394
NC_053452.1	73000000	74000000	3477
NC_053452.1	74000000	75000000	16073
NC_053452.1	75000000	76000000	43508
NC_053452.1	76000000	77000000	41152
NC_053452.1	77000000	78000000	13763
NC_053452.1	78000000	79000000	8366
NC_053452.1	79000000	80000000	81173
NC_053452.1	80000000	81000000	61795
NC_053452.1	81000000	82000000	47993
NC_053452.1	82000000	83000000	18254
NC_053452.1	83000000	84000000	50825
NC_053452.1	84000000	85000000	59472
NC_053452.1	85000000	86000000	30044
NC_053452.1	86000000	87000000	54810
NC_053452.1	87000000	88000000	21316
NC_053452.1	88000000	89000000	.
NC_053452.1	89000000	90000000	13005
NC_053452.1	90000000	91000000	17368
NC_053452.1	91000000	92000000	55447
NC_053452.1	92000000	93000000	63128
NC_053452.1	93000000	94000000	18322
NC_053452.1	94000000	95000000	16698
NC_053452.1	95000000	96000000	33480
NC_053452.1	96000000	97000000	32705
NC_053452.1	97000000	98000000	5333
NC_053452.1	98000000	99000000	35674
NC_053452.1	99000000	100000000	5297
NC_053452.1	100000000	101000000	7984
NC_053452.1	101000000	102000000	63840
NC_053452.1	102000000	103000000	43304
NC_053452.1	103000000	104000000	12537
NC_053452.1	104000000	105000000	17005
NC_053452.1	105000000	106000000	16444
NC_053452.1	106000000	107000000	32639
NC_053452.1	107000000	108000000	40823
NC_053452.1	108000000	109000000	37440
NC_053452.1	109000000	110000000	16802
NC_053452.1	110000000	111000000	38889
NC_053452.1	111000000	112000000	90828
NC_053452.1	112000000	113000000	28315
NC_053452.1	113000000	114000000	63562
NC_053452.1	114000000	115000000	29702
NC_053452.1	115000000	116000000	82821
NC_053452.1	116000000	116801625	153545
NC_053454.1	0	1000000	51773
NC_053454.1	1000000	2000000	124781
NC_053454.1	2000000	3000000	32255
NC_053454.1	3000000	4000000	14649
NC_053454.1	4000000	5000000	43786
NC_053454.1	5000000	6000000	76802
NC_053454.1	6000000	7000000	39858
NC_053454.1	7000000	8000000	62779
NC_053454.1	8000000	9000000	94334
NC_053454.1	9000000	10000000	25596
NC_053454.1	10000000	11000000	35334
NC_053454.1	11000000	12000000	90924
NC_053454.1	12000000	13000000	46775
NC_053454.1	13000000	14000000	24941
NC_053454.1	14000000	15000000	48760
NC_053454.1	15000000	16000000	40759
NC_053454.1	16000000	17000000	18033
NC_053454.1	17000000	18000000	47184
NC_053454.1	18000000	19000000	36413
NC_053454.1	19000000	20000000	9259
NC_053454.1	20000000	21000000	6944
NC_053454.1	21000000	22000000	13821
NC_053454.1	22000000	23000000	76803
NC_053454.1	23000000	24000000	73092
NC_053454.1	24000000	25000000	15363
NC_053454.1	25000000	26000000	88098
NC_053454.1	26000000	27000000	69055
NC_053454.1	27000000	28000000	83197
NC_053454.1	28000000	29000000	12535
NC_053454.1	29000000	30000000	58662
NC_053454.1	30000000	31000000	4490
NC_053454.1	31000000	32000000	56086
NC_053454.1	32000000	33000000	77161
NC_053454.1	33000000	34000000	1649
NC_053454.1	34000000	35000000	20448
NC_053454.1	35000000	36000000	38392
NC_053454.1	36000000	37000000	48631
NC_053454.1	37000000	38000000	71345
NC_053454.1	38000000	39000000	42684
NC_053454.1	39000000	40000000	61234
NC_053454.1	40000000	41000000	61333
NC_053454.1	41000000	42000000	72811
NC_053454.1	42000000	43000000	37393
NC_053454.1	43000000	44000000	34562
NC_053454.1	44000000	45000000	20954
NC_053454.1	45000000	46000000	27037
NC_053454.1	46000000	47000000	49328
NC_053454.1	47000000	48000000	20516
NC_053454.1	48000000	49000000	52739
NC_053454.1	49000000	50000000	68033
NC_053454.1	50000000	51000000	12028
NC_053454.1	51000000	52000000	30089
NC_053454.1	52000000	53000000	11235
NC_053454.1	53000000	54000000	54316
NC_053454.1	54000000	55000000	19724
NC_053454.1	55000000	56000000	6161
NC_053454.1	56000000	57000000	82386
NC_053454.1	57000000	58000000	68797
NC_053454.1	58000000	59000000	27514
NC_053454.1	59000000	60000000	63672
NC_053454.1	60000000	61000000	99909
NC_053454.1	61000000	62000000	117241
NC_053454.1	62000000	63000000	134517
NC_053454.1	63000000	64000000	33556
NC_053454.1	64000000	65000000	42821
NC_053454.1	65000000	66000000	72968
NC_053454.1	66000000	67000000	28621
NC_053454.1	67000000	68000000	48483
NC_053454.1	68000000	69000000	2607
NC_053454.1	69000000	70000000	10487
NC_053454.1	70000000	71000000	11567
NC_053454.1	71000000	72000000	51159
NC_053454.1	72000000	73000000	53651
NC_053454.1	73000000	73257097	29250
NC_053470.1	0	1000000	141827
NC_053470.1	1000000	2000000	96837
NC_053470.1	2000000	3000000	85550
NC_053470.1	3000000	4000000	110372
NC_053470.1	4000000	5000000	146321
NC_053470.1	5000000	6000000	21768
NC_053470.1	6000000	7000000	36321
NC_053470.1	7000000	8000000	141758
NC_053470.1	8000000	9000000	43472
NC_053470.1	9000000	9617204	52824
NC_053455.1	0	1000000	22744
NC_053455.1	1000000	2000000	50875
NC_053455.1	2000000	3000000	78126
NC_053455.1	3000000	4000000	88167
NC_053455.1	4000000	5000000	58019
NC_053455.1	5000000	6000000	86548
NC_053455.1	6000000	7000000	76501
NC_053455.1	7000000	8000000	44464
NC_053455.1	8000000	9000000	91559
NC_053455.1	9000000	10000000	62014
NC_053455.1	10000000	11000000	123326
NC_053455.1	11000000	12000000	48172
NC_053455.1	12000000	13000000	31744
NC_053455.1	13000000	14000000	2213
NC_053455.1	14000000	15000000	71518
NC_053455.1	15000000	16000000	98232
NC_053455.1	16000000	17000000	77452
NC_053455.1	17000000	18000000	63082
NC_053455.1	18000000	19000000	22161
NC_053455.1	19000000	20000000	4888
NC_053455.1	20000000	21000000	63527
NC_053455.1	21000000	22000000	10131
NC_053455.1	22000000	23000000	108207
NC_053455.1	23000000	24000000	134059
NC_053455.1	24000000	25000000	33386
NC_053455.1	25000000	26000000	57504
NC_053455.1	26000000	27000000	20348
NC_053455.1	27000000	28000000	107918
NC_053455.1	28000000	29000000	166169
NC_053455.1	29000000	30000000	78075
NC_053455.1	30000000	31000000	106515
NC_053455.1	31000000	32000000	72751
NC_053455.1	32000000	33000000	74720
NC_053455.1	33000000	34000000	61226
NC_053455.1	34000000	35000000	15183
NC_053455.1	35000000	36000000	38417
NC_053455.1	36000000	37000000	7339
NC_053455.1	37000000	38000000	11989
NC_053455.1	38000000	39000000	88446
NC_053455.1	39000000	40000000	118015
NC_053455.1	40000000	41000000	65443
NC_053455.1	41000000	42000000	44615
NC_053455.1	42000000	43000000	9666
NC_053455.1	43000000	44000000	5047
NC_053455.1	44000000	45000000	74555
NC_053455.1	45000000	46000000	88956
NC_053455.1	46000000	47000000	75168
NC_053455.1	47000000	48000000	54450
NC_053455.1	48000000	49000000	52252
NC_053455.1	49000000	50000000	92190
NC_053455.1	50000000	51000000	49418
NC_053455.1	51000000	52000000	38206
NC_053455.1	52000000	53000000	76469
NC_053455.1	53000000	54000000	38456
NC_053455.1	54000000	55000000	20650
NC_053455.1	55000000	56000000	53523
NC_053455.1	56000000	57000000	45599
NC_053455.1	57000000	58000000	39448
NC_053455.1	58000000	59000000	188090
NC_053455.1	59000000	60000000	222916
NC_053455.1	60000000	61000000	168174
NC_053455.1	61000000	62000000	51491
NC_053455.1	62000000	63000000	61367
NC_053455.1	63000000	63258489	28829
NC_053457.1	0	1000000	7475
NC_053457.1	1000000	2000000	105170
NC_053457.1	2000000	3000000	122023
NC_053457.1	3000000	4000000	118305
NC_053457.1	4000000	5000000	16742
NC_053457.1	5000000	6000000	35111
NC_053457.1	6000000	7000000	55807
NC_053457.1	7000000	8000000	60732
NC_053457.1	8000000	9000000	14801
NC_053457.1	9000000	10000000	96746
NC_053457.1	10000000	11000000	26481
NC_053457.1	11000000	12000000	91732
NC_053457.1	12000000	13000000	21546
NC_053457.1	13000000	14000000	26549
NC_053457.1	14000000	15000000	48414
NC_053457.1	15000000	16000000	97173
NC_053457.1	16000000	17000000	75995
NC_053457.1	17000000	18000000	90060
NC_053457.1	18000000	19000000	72812
NC_053457.1	19000000	20000000	108149
NC_053457.1	20000000	21000000	102181
NC_053457.1	21000000	22000000	93837
NC_053457.1	22000000	23000000	120326
NC_053457.1	23000000	24000000	125897
NC_053457.1	24000000	25000000	54187
NC_053457.1	25000000	26000000	9087
NC_053457.1	26000000	27000000	70102
NC_053457.1	27000000	28000000	46005
NC_053457.1	28000000	29000000	57021
NC_053457.1	29000000	30000000	52027
NC_053457.1	30000000	31000000	62785
NC_053457.1	31000000	32000000	66407
NC_053457.1	32000000	33000000	35784
NC_053457.1	33000000	34000000	87975
NC_053457.1	34000000	35000000	7234
NC_053457.1	35000000	36000000	43897
NC_053457.1	36000000	36085389	10328
NC_053456.1	0	1000000	57575
NC_053456.1	1000000	2000000	98326
NC_053456.1	2000000	3000000	25741
NC_053456.1	3000000	4000000	15770
NC_053456.1	4000000	5000000	15369
NC_053456.1	5000000	6000000	39660
NC_053456.1	6000000	7000000	69922
NC_053456.1	7000000	8000000	27154
NC_053456.1	8000000	9000000	35315
NC_053456.1	9000000	10000000	109571
NC_053456.1	10000000	11000000	41797
NC_053456.1	11000000	12000000	64214
NC_053456.1	12000000	13000000	35803
NC_053456.1	13000000	14000000	22093
NC_053456.1	14000000	15000000	36365
NC_053456.1	15000000	16000000	189696
NC_053456.1	16000000	17000000	60559
NC_053456.1	17000000	18000000	28996
NC_053456.1	18000000	19000000	84513
NC_053456.1	19000000	20000000	103650
NC_053456.1	20000000	21000000	60704
NC_053456.1	21000000	22000000	56185
NC_053456.1	22000000	23000000	141287
NC_053456.1	23000000	24000000	37282
NC_053456.1	24000000	25000000	81673
NC_053456.1	25000000	26000000	94616
NC_053456.1	26000000	27000000	122517
NC_053456.1	27000000	28000000	62319
NC_053456.1	28000000	29000000	87929
NC_053456.1	29000000	30000000	9050
NC_053456.1	30000000	31000000	101677
NC_053456.1	31000000	32000000	47224
NC_053456.1	32000000	33000000	37460
NC_053456.1	33000000	34000000	92646
NC_053456.1	34000000	35000000	55829
NC_053456.1	35000000	36000000	59004
NC_053456.1	36000000	37000000	47210
NC_053456.1	37000000	38000000	64223
NC_053456.1	38000000	38459648	40311
NC_053458.1	0	1000000	75617
NC_053458.1	1000000	2000000	95296
NC_053458.1	2000000	3000000	49252
NC_053458.1	3000000	4000000	39355
NC_053458.1	4000000	5000000	57891
NC_053458.1	5000000	6000000	72137
NC_053458.1	6000000	7000000	53260
NC_053458.1	7000000	8000000	11787
NC_053458.1	8000000	9000000	84816
NC_053458.1	9000000	10000000	106123
NC_053458.1	10000000	11000000	56588
NC_053458.1	11000000	12000000	100637
NC_053458.1	12000000	13000000	31255
NC_053458.1	13000000	14000000	13150
NC_053458.1	14000000	15000000	85528
NC_053458.1	15000000	16000000	58324
NC_053458.1	16000000	17000000	115918
NC_053458.1	17000000	18000000	79208
NC_053458.1	18000000	19000000	52490
NC_053458.1	19000000	20000000	75226
NC_053458.1	20000000	21000000	12980
NC_053458.1	21000000	22000000	82120
NC_053458.1	22000000	23000000	83467
NC_053458.1	23000000	24000000	85491
NC_053458.1	24000000	25000000	90305
NC_053458.1	25000000	26000000	9822
NC_053458.1	26000000	27000000	53969
NC_053458.1	27000000	28000000	88000
NC_053458.1	28000000	29000000	99096
NC_053458.1	29000000	30000000	128415
NC_053458.1	30000000	31000000	105898
NC_053458.1	31000000	31262510	22788
NC_053459.1	0	1000000	27844
NC_053459.1	1000000	2000000	68914
NC_053459.1	2000000	3000000	62891
NC_053459.1	3000000	4000000	57799
NC_053459.1	4000000	5000000	154588
NC_053459.1	5000000	6000000	54864
NC_053459.1	6000000	7000000	137362
NC_053459.1	7000000	8000000	28812
NC_053459.1	8000000	9000000	48930
NC_053459.1	9000000	10000000	54193
