chrom	start	end	bp
NC_053451.1	16250000	16300000	.
NC_053451.1	16300000	16350000	6118
NC_053451.1	16350000	16400000	6641
NC_053451.1	16400000	16450000	21014
NC_053451.1	16450000	16500000	.
NC_053451.1	16500000	16550000	3921
NC_053451.1	16550000	16600000	1316
NC_053451.1	16600000	16650000	8634
NC_053451.1	16650000	16700000	6331
NC_053451.1	16700000	16750000	3479
NC_053451.1	16750000	16800000	2042
NC_053451.1	16800000	16850000	17707
NC_053451.1	16850000	16900000	8114
NC_053451.1	16900000	16950000	11627
NC_053451.1	16950000	17000000	1171
NC_053451.1	17000000	17050000	2264
NC_053451.1	17050000	17100000	11832
NC_053451.1	17100000	17150000	26136
NC_053451.1	17150000	17200000	8860
NC_053451.1	17200000	17250000	5189
NC_053451.1	17250000	17300000	10079
NC_053451.1	17300000	17350000	5058
NC_053451.1	17350000	17400000	7159
NC_053451.1	17400000	17450000	3540
NC_053451.1	17450000	17500000	452
NC_053451.1	17500000	17550000	7994
NC_053451.1	17550000	17600000	578
NC_053451.1	17600000	17650000	.
NC_053451.1	17650000	17700000	8573
NC_053451.1	17700000	17750000	1086
NC_053451.1	17750000	17800000	.
NC_053451.1	17800000	17850000	.
NC_053451.1	17850000	17900000	.
NC_053451.1	17900000	17950000	.
NC_053451.1	17950000	18000000	.
NC_053451.1	18000000	18050000	.
NC_053451.1	18050000	18100000	1478
NC_053451.1	18100000	18150000	.
NC_053451.1	18150000	18200000	1127
NC_053451.1	18200000	18250000	192
NC_053451.1	18250000	18300000	369
NC_053451.1	18300000	18350000	4971
NC_053451.1	18350000	18400000	64
NC_053451.1	18400000	18450000	4736
NC_053451.1	18450000	18500000	4721
NC_053451.1	18500000	18550000	4832
NC_053451.1	18550000	18600000	4885
NC_053451.1	18600000	18650000	9876
NC_053451.1	18650000	18700000	1044
NC_053451.1	18700000	18750000	1079
NC_053451.1	18750000	18800000	49
NC_053451.1	18800000	18850000	.
NC_053451.1	18850000	18900000	.
NC_053451.1	18900000	18950000	.
NC_053451.1	18950000	19000000	.
NC_053451.1	19000000	19050000	334
NC_053451.1	19050000	19100000	.
NC_053451.1	19100000	19150000	.
NC_053451.1	19150000	19200000	.
NC_053451.1	19200000	19250000	806
NC_053451.1	19250000	19300000	1079
NC_053451.1	19300000	19350000	5056
NC_053451.1	19350000	19400000	4068
NC_053451.1	19400000	19450000	19
NC_053451.1	19450000	19500000	245
NC_053451.1	19500000	19550000	.
NC_053451.1	19550000	19600000	1194
NC_053451.1	19600000	19650000	.
NC_053451.1	19650000	19700000	.
NC_053451.1	19700000	19750000	.
NC_053451.1	19750000	19800000	.
NC_053451.1	19800000	19850000	.
NC_053451.1	19850000	19900000	.
NC_053451.1	19900000	19950000	.
NC_053451.1	19950000	20000000	.
NC_053451.1	20000000	20050000	.
NC_053451.1	20050000	20100000	.
NC_053451.1	20100000	20150000	.
NC_053451.1	20150000	20200000	577
NC_053451.1	20200000	20250000	2552
NC_053451.1	20250000	20300000	.
NC_053451.1	20300000	20350000	.
NC_053451.1	20350000	20400000	5284
NC_053451.1	20400000	20450000	325
NC_053451.1	20450000	20500000	2599
NC_053451.1	20500000	20550000	3646
NC_053451.1	20550000	20600000	22643
NC_053451.1	20600000	20650000	13241
NC_053451.1	20650000	20700000	8637
NC_053451.1	20700000	20750000	3466
NC_053451.1	20750000	20800000	1996
NC_053451.1	20800000	20850000	660
NC_053451.1	20850000	20900000	1703
NC_053451.1	20900000	20950000	2743
NC_053451.1	20950000	21000000	5868
NC_053451.1	21000000	21050000	5463
NC_053451.1	21050000	21100000	8848
NC_053451.1	21100000	21150000	8910
NC_053451.1	21150000	21200000	3079
NC_053451.1	21200000	21250000	830
NC_053451.1	21250000	21300000	688
NC_053451.1	21300000	21350000	591
NC_053451.1	21350000	21400000	7100
NC_053451.1	21400000	21450000	1564
NC_053451.1	21450000	21500000	.
NC_053451.1	21500000	21550000	.
NC_053451.1	21550000	21600000	.
NC_053451.1	21600000	21650000	215
NC_053451.1	21650000	21700000	188
NC_053451.1	21700000	21750000	10898
NC_053451.1	21750000	21800000	5480
NC_053451.1	21800000	21850000	17669
NC_053451.1	21850000	21900000	2597
NC_053451.1	21900000	21950000	.
NC_053451.1	21950000	22000000	546
NC_053451.1	22000000	22050000	2078
NC_053451.1	22050000	22100000	273
NC_053451.1	22100000	22150000	113
NC_053451.1	22150000	22200000	3283
NC_053451.1	22200000	22250000	987
NC_053451.1	22250000	22300000	9967
NC_053451.1	22300000	22350000	2154
NC_053451.1	22350000	22400000	1888
NC_053451.1	22400000	22450000	1607
NC_053451.1	22450000	22500000	5146
NC_053451.1	22500000	22550000	.
NC_053451.1	22550000	22600000	.
NC_053451.1	22600000	22650000	.
NC_053451.1	22650000	22700000	.
NC_053451.1	22700000	22750000	4308
NC_053451.1	22750000	22800000	5980
NC_053451.1	22800000	22850000	2623
NC_053451.1	22850000	22900000	2723
NC_053451.1	22900000	22950000	7514
NC_053451.1	22950000	23000000	3281
NC_053451.1	23000000	23050000	389
NC_053451.1	23050000	23100000	5267
NC_053451.1	23100000	23150000	5886
NC_053451.1	23150000	23200000	4060
NC_053451.1	23200000	23250000	1987
NC_053451.1	23250000	23300000	9689
NC_053451.1	23300000	23350000	9109
NC_053451.1	23350000	23400000	1433
NC_053451.1	23400000	23450000	1912
NC_053451.1	23450000	23500000	.
NC_053451.1	23500000	23550000	56
NC_053451.1	23550000	23600000	194
NC_053451.1	23600000	23650000	100
NC_053451.1	23650000	23700000	1119
NC_053451.1	23700000	23750000	198
NC_053451.1	23750000	23800000	254
NC_053451.1	23800000	23850000	333
NC_053451.1	23850000	23900000	97
NC_053451.1	23900000	23950000	.
NC_053451.1	23950000	24000000	.
NC_053451.1	24000000	24050000	976
NC_053451.1	24050000	24100000	13508
NC_053451.1	24100000	24150000	7944
NC_053451.1	24150000	24200000	.
NC_053451.1	24200000	24250000	126
NC_053451.1	24250000	24300000	233
NC_053451.1	24300000	24350000	.
NC_053451.1	24350000	24400000	.
NC_053451.1	24400000	24450000	1190
NC_053451.1	24450000	24500000	228
NC_053451.1	24500000	24550000	.
NC_053451.1	24550000	24600000	.
NC_053451.1	24600000	24650000	.
NC_053451.1	24650000	24700000	.
NC_053451.1	24700000	24750000	.
NC_053451.1	24750000	24800000	.
NC_053451.1	24800000	24850000	.
NC_053451.1	24850000	24900000	.
NC_053451.1	24900000	24950000	.
NC_053451.1	24950000	25000000	.
NC_053451.1	25000000	25050000	.
NC_053451.1	25050000	25100000	415
NC_053451.1	25100000	25150000	2715
NC_053451.1	25150000	25200000	.
NC_053451.1	25200000	25250000	.
NC_053451.1	25250000	25300000	5367
NC_053451.1	25300000	25350000	358
NC_053451.1	25350000	25400000	.
NC_053451.1	25400000	25450000	3155
NC_053451.1	25450000	25500000	.
NC_053451.1	25500000	25550000	3045
NC_053451.1	25550000	25600000	19212
NC_053451.1	25600000	25650000	1833
NC_053451.1	25650000	25700000	442
NC_053451.1	25700000	25750000	7498
NC_053451.1	25750000	25800000	3017
NC_053451.1	25800000	25850000	7658
NC_053451.1	25850000	25900000	3988
NC_053451.1	25900000	25950000	2073
NC_053451.1	25950000	26000000	1921
NC_053451.1	26000000	26050000	6096
NC_053451.1	26050000	26100000	14159
NC_053451.1	26100000	26150000	1774
NC_053451.1	26150000	26200000	3485
NC_053451.1	26200000	26250000	1727
NC_053451.1	26250000	26300000	4954
NC_053451.1	26300000	26350000	8652
NC_053451.1	26350000	26400000	627
NC_053451.1	26400000	26450000	194
NC_053451.1	26450000	26500000	8756
NC_053451.1	26500000	26550000	9607
NC_053451.1	26550000	26600000	4045
NC_053451.1	26600000	26650000	763
NC_053451.1	26650000	26700000	7491
NC_053451.1	26700000	26750000	4343
NC_053451.1	26750000	26800000	3834
NC_053451.1	26800000	26850000	98
NC_053451.1	26850000	26900000	590
NC_053451.1	26900000	26950000	1593
NC_053451.1	26950000	27000000	10397
NC_053451.1	27000000	27050000	8619
NC_053451.1	27050000	27100000	10548
NC_053451.1	27100000	27150000	3834
NC_053451.1	27150000	27200000	12022
NC_053451.1	27200000	27250000	6201
NC_053451.1	27250000	27300000	13060
NC_053451.1	27300000	27350000	7333
NC_053451.1	27350000	27400000	4527
NC_053451.1	27400000	27450000	1848
NC_053451.1	27450000	27500000	.
NC_053451.1	27500000	27550000	.
NC_053451.1	27550000	27600000	.
NC_053451.1	27600000	27650000	.
NC_053451.1	27650000	27700000	218
NC_053451.1	27700000	27750000	1315
NC_053451.1	27750000	27800000	1862
NC_053451.1	27800000	27850000	.
NC_053451.1	27850000	27900000	3411
NC_053451.1	27900000	27950000	5102
NC_053451.1	27950000	28000000	610
NC_053451.1	28000000	28050000	680
NC_053451.1	28050000	28100000	2571
NC_053451.1	28100000	28150000	873
NC_053451.1	28150000	28200000	13033
NC_053451.1	28200000	28250000	5897
NC_053451.1	28250000	28300000	9167
NC_053451.1	28300000	28350000	13141
NC_053451.1	28350000	28400000	12440
NC_053451.1	28400000	28450000	17479
NC_053451.1	28450000	28500000	11234
NC_053451.1	28500000	28550000	8543
NC_053451.1	28550000	28600000	12289
NC_053451.1	28600000	28650000	6582
NC_053451.1	28650000	28700000	14548
NC_053451.1	28700000	28750000	10181
NC_053451.1	28750000	28800000	11868
NC_053451.1	28800000	28850000	12665
NC_053451.1	28850000	28900000	4500
NC_053451.1	28900000	28950000	1758
NC_053451.1	28950000	29000000	7330
NC_053451.1	29000000	29050000	12489
NC_053451.1	29050000	29100000	2839
NC_053451.1	29100000	29150000	6918
NC_053451.1	29150000	29200000	12145
NC_053451.1	29200000	29250000	6759
NC_053451.1	29250000	29300000	4783
NC_053451.1	29300000	29350000	3476
NC_053451.1	29350000	29400000	3771
NC_053451.1	29400000	29450000	746
NC_053451.1	29450000	29500000	2496
NC_053451.1	29500000	29550000	4825
NC_053451.1	29550000	29600000	981
NC_053451.1	29600000	29650000	1039
NC_053451.1	29650000	29700000	3612
NC_053451.1	29700000	29750000	1834
NC_053451.1	29750000	29800000	8180
NC_053451.1	29800000	29850000	82
NC_053451.1	29850000	29900000	1023
NC_053451.1	29900000	29950000	44
NC_053451.1	29950000	30000000	1770
NC_053451.1	30000000	30050000	4755
NC_053451.1	30050000	30100000	.
NC_053451.1	30100000	30150000	.
NC_053451.1	30150000	30200000	1511
NC_053451.1	30200000	30250000	14698
NC_053451.1	30250000	30300000	4859
NC_053451.1	30300000	30350000	8304
NC_053451.1	30350000	30400000	2024
NC_053451.1	30400000	30450000	6325
NC_053451.1	30450000	30500000	7788
NC_053451.1	30500000	30550000	8479
NC_053451.1	30550000	30600000	9964
NC_053451.1	30600000	30650000	10180
NC_053451.1	30650000	30700000	7833
NC_053451.1	30700000	30750000	7200
NC_053451.1	30750000	30800000	5305
NC_053451.1	30800000	30850000	4242
NC_053451.1	30850000	30900000	3330
NC_053451.1	30900000	30950000	.
NC_053451.1	30950000	31000000	.
NC_053451.1	31000000	31050000	816
NC_053451.1	31050000	31100000	8264
NC_053451.1	31100000	31150000	6195
NC_053451.1	31150000	31200000	3276
NC_053451.1	31200000	31250000	5532
NC_053451.1	31250000	31300000	7313
NC_053451.1	31300000	31350000	11347
NC_053451.1	31350000	31400000	1148
NC_053451.1	31400000	31450000	11452
NC_053451.1	31450000	31500000	3197
NC_053451.1	31500000	31550000	5052
NC_053451.1	31550000	31600000	14514
NC_053451.1	31600000	31650000	18312
NC_053451.1	31650000	31700000	1224
NC_053451.1	31700000	31750000	4028
NC_053451.1	31750000	31800000	748
NC_053451.1	31800000	31850000	6210
NC_053451.1	31850000	31900000	3730
NC_053451.1	31900000	31950000	1282
NC_053451.1	31950000	32000000	858
NC_053451.1	32000000	32050000	932
NC_053451.1	32050000	32100000	374
NC_053451.1	32100000	32150000	.
NC_053451.1	32150000	32200000	559
NC_053451.1	32200000	32250000	98
NC_053451.1	32250000	32300000	.
NC_053451.1	32300000	32350000	105
NC_053451.1	32350000	32400000	.
NC_053451.1	32400000	32450000	.
NC_053451.1	32450000	32500000	.
NC_053451.1	32500000	32550000	.
NC_053451.1	32550000	32600000	.
NC_053451.1	32600000	32650000	.
NC_053451.1	32650000	32700000	.
NC_053451.1	32700000	32750000	.
NC_053451.1	32750000	32800000	.
NC_053451.1	32800000	32850000	.
NC_053451.1	32850000	32900000	.
NC_053451.1	32900000	32950000	.
NC_053451.1	32950000	33000000	.
NC_053451.1	33000000	33050000	.
NC_053451.1	33050000	33100000	.
NC_053451.1	33100000	33150000	.
NC_053451.1	33150000	33200000	.
NC_053451.1	33200000	33250000	918
NC_053451.1	33250000	33300000	.
NC_053451.1	33300000	33350000	.
NC_053451.1	33350000	33400000	408
NC_053451.1	33400000	33450000	.
NC_053451.1	33450000	33500000	.
NC_053451.1	33500000	33550000	.
NC_053451.1	33550000	33600000	.
NC_053451.1	33600000	33650000	.
NC_053451.1	33650000	33700000	.
NC_053451.1	33700000	33750000	.
NC_053451.1	33750000	33800000	439
NC_053451.1	33800000	33850000	6062
NC_053451.1	33850000	33900000	593
NC_053451.1	33900000	33950000	4511
NC_053451.1	33950000	34000000	4354
NC_053451.1	34000000	34050000	19558
NC_053451.1	34050000	34100000	5886
NC_053451.1	34100000	34150000	1105
NC_053451.1	34150000	34200000	295
NC_053451.1	34200000	34250000	749
NC_053451.1	34250000	34300000	.
NC_053451.1	34300000	34350000	219
NC_053451.1	34350000	34400000	.
NC_053451.1	34400000	34450000	402
NC_053451.1	34450000	34500000	162
NC_053451.1	34500000	34550000	436
NC_053451.1	34550000	34600000	.
NC_053451.1	34600000	34650000	472
NC_053451.1	34650000	34700000	51
NC_053451.1	34700000	34750000	295
NC_053451.1	34750000	34800000	655
NC_053451.1	34800000	34850000	329
NC_053451.1	34850000	34900000	.
NC_053451.1	34900000	34950000	489
NC_053451.1	34950000	35000000	253
NC_053451.1	35000000	35050000	6035
NC_053451.1	35050000	35100000	.
NC_053451.1	35100000	35150000	10368
NC_053451.1	35150000	35200000	4581
NC_053451.1	35200000	35250000	6505
NC_053451.1	35250000	35300000	3602
NC_053451.1	35300000	35350000	1461
NC_053451.1	35350000	35400000	745
NC_053451.1	35400000	35450000	201
NC_053451.1	35450000	35500000	3312
NC_053451.1	35500000	35550000	6453
NC_053451.1	35550000	35600000	663
NC_053451.1	35600000	35650000	100
NC_053451.1	35650000	35700000	47
NC_053451.1	35700000	35750000	2839
NC_053451.1	35750000	35800000	520
NC_053451.1	35800000	35850000	.
NC_053451.1	35850000	35900000	.
NC_053451.1	35900000	35950000	.
NC_053451.1	35950000	36000000	801
NC_053451.1	36000000	36050000	1930
NC_053451.1	36050000	36100000	9421
NC_053451.1	36100000	36150000	779
NC_053451.1	36150000	36200000	250
NC_053451.1	36200000	36250000	.
NC_053451.1	36250000	36300000	880
NC_053451.1	36300000	36350000	2946
NC_053451.1	36350000	36400000	12332
NC_053451.1	36400000	36450000	481
NC_053451.1	36450000	36500000	1428
NC_053451.1	36500000	36550000	.
NC_053451.1	36550000	36600000	4615
NC_053451.1	36600000	36650000	14899
NC_053451.1	36650000	36700000	5514
NC_053451.1	36700000	36750000	.
NC_053451.1	36750000	36800000	.
NC_053451.1	36800000	36850000	.
NC_053451.1	36850000	36900000	.
NC_053451.1	36900000	36950000	293
NC_053451.1	36950000	37000000	.
NC_053451.1	37000000	37050000	.
NC_053451.1	37050000	37100000	.
NC_053451.1	37100000	37150000	.
NC_053451.1	37150000	37200000	.
NC_053451.1	37200000	37250000	.
NC_053451.1	37250000	37300000	.
NC_053451.1	37300000	37350000	113
NC_053451.1	37350000	37400000	.
NC_053451.1	37400000	37450000	3472
NC_053451.1	37450000	37500000	.
NC_053451.1	37500000	37550000	315
NC_053451.1	37550000	37600000	.
NC_053451.1	37600000	37650000	797
NC_053451.1	37650000	37700000	6231
NC_053451.1	37700000	37750000	6076
NC_053451.1	37750000	37800000	.
NC_053451.1	37800000	37850000	.
NC_053451.1	37850000	37900000	1602
NC_053451.1	37900000	37950000	.
NC_053451.1	37950000	38000000	2960
