CHR	START	END	N_MRK	THETA_S	THETA_PI	THETA_L	TAJIMA_D	FAY_WU_H	ZENG_E
NC_053451.1	1450000	1500000	334	94.1444503481139	79.3368421052632	94.7368421052634	-0.655963554109667	-0.608605923659997	0.0255136061631149
NC_053451.1	1500000	1550000	279	78.6416216979757	73.8	84.9473684210528	-0.256431057187074	-0.52633657747628	0.323850083726388
NC_053451.1	1550000	1600000	372	104.8554955973	90.8894736842103	89.7368421052633	-0.555853545601769	0.0409411345990146	-0.585820278956903
NC_053451.1	1600000	1650000	329	92.7351022890105	88.5105263157894	88.5789473684212	-0.189970197350783	-0.00274466186752776	-0.181666056685563
NC_053451.1	1650000	1700000	369	104.009886761838	85.4947368421051	101.789473684211	-0.742866508488718	-0.58344654209671	-0.0867237966980721
NC_053451.1	1700000	1750000	340	95.8356680190381	85.8631578947367	90.6315789473687	-0.434027040413462	-0.18515495525357	-0.220255990308277
NC_053451.1	1750000	1800000	450	126.841325319315	114.673684210526	127.894736842106	-0.400743081157765	-0.388824638974706	0.0338481497129487
NC_053451.1	1800000	1850000	427	120.358324247439	104.115789473684	123.578947368421	-0.563617628912579	-0.602988112026444	0.10897138713229
NC_053451.1	1850000	1900000	451	127.123194931135	111.126315789473	138.315789473684	-0.525697063648718	-0.797869388034832	0.358854162212735
NC_053451.1	1900000	1950000	432	121.767672306542	121.5	148.578947368421	-0.00918129693910755	-0.829299503509295	0.896836212849103
NC_053451.1	1950000	2e+06	361	101.754929867273	89.2526315789472	111.684210526316	-0.512667427992764	-0.820813005332082	0.39624834036406
NC_053451.1	2e+06	2050000	190	53.5552262459335	50.3	49.1052631578948	-0.252251681807078	0.0823697786314282	-0.331937877630535
NC_053451.1	2050000	2100000	0	0	0	0	0	0	0
NC_053451.1	2100000	2150000	364	102.600538702735	91.0263157894736	92.0526315789476	-0.470722693769013	-0.0372481623817766	-0.417530220820926
NC_053451.1	2150000	2200000	371	104.57362598548	88.7631578947368	97.8421052631581	-0.630949441227259	-0.323342809859165	-0.261524571079011
NC_053451.1	2200000	2250000	388	109.365409386432	94.4736842105262	101.894736842106	-0.568393176224327	-0.252818912041653	-0.277743457203121
NC_053451.1	2250000	2300000	344	96.9631464663209	77.1052631578947	91.1578947368424	-0.854275739950007	-0.539373011161505	-0.242897689079568
NC_053451.1	2300000	2350000	315	88.7889277235207	83.1473684210526	88.3157894736844	-0.264886117326283	-0.216443104261284	-0.0215807223065459
NC_053451.1	2350000	2400000	402	113.311583951921	96.7684210526315	107.263157894737	-0.609555270430031	-0.345186438940465	-0.217166564834675
NC_053451.1	2400000	2450000	431	121.485802694721	115.747368421052	134.842105263158	-0.197285600417962	-0.586127157165999	0.447788302397446
NC_053451.1	2450000	2500000	426	120.076454635618	110.526315789473	124.526315789474	-0.332164727410673	-0.43474403601619	0.150911138867839
NC_053451.1	2500000	2550000	424	119.512715411977	106.542105263158	133.631578947369	-0.45324965074039	-0.845149516239072	0.481045406432775
NC_053451.1	2550000	2600000	371	104.57362598548	93.3684210526314	103.789473684211	-0.447166886561505	-0.371141312186173	-0.0304648983059582
NC_053451.1	2600000	2650000	400	112.74784472828	102.026315789473	99.526315789474	-0.397013745923763	0.0826361135794259	-0.477048102425991
NC_053451.1	2650000	2700000	296	83.4334050989275	74.5473684210527	82.6315789473686	-0.443807428826073	-0.360033679882852	-0.0388678727991009
NC_053451.1	2700000	2750000	401	113.029714340101	99.1526315789471	113.947368421053	-0.512588107083713	-0.487822627251929	0.0330288333401958
NC_053451.1	2750000	2800000	412	116.130280070128	107.031578947368	120	-0.327159847369023	-0.416281639341119	0.135623376464602
NC_053451.1	2800000	2850000	401	113.029714340101	102.168421052631	106.21052631579	-0.401191652635368	-0.133279180978131	-0.245440879570499
NC_053451.1	2850000	2900000	479	135.015544062115	126.557894736842	140.842105263158	-0.261766447369221	-0.394838992197246	0.176043117641992
NC_053451.1	2900000	2950000	446	125.713846872032	120.310526315789	133.315789473685	-0.179547401662006	-0.385882489708365	0.246422847597696
NC_053451.1	2950000	3e+06	458	129.09628221388	120.921052631579	139.842105263158	-0.26457174351033	-0.546811301279154	0.339341412597181
NC_053451.1	3e+06	3050000	425	119.794585023797	112.48947368421	122.473684210527	-0.254674873534707	-0.310764810416083	0.0910685059085163
NC_053451.1	3050000	3100000	413	116.412149681949	106.021052631579	131.578947368421	-0.372730329237682	-0.818429121346991	0.530289680242839
NC_053451.1	3100000	3150000	414	116.69401929377	100.552631578947	104.052631578948	-0.577603019660849	-0.111810448401648	-0.440941283644728
NC_053451.1	3150000	3200000	531	149.672763876791	137.757894736841	154.21052631579	-0.332804133209556	-0.410528183308032	0.123847671948495
NC_053451.1	3200000	3250000	569	160.383809125977	134.152631578947	171.631578947369	-0.68394155622716	-0.873099508023415	0.286723762823161
NC_053451.1	3250000	3300000	542	152.773329606819	143.184210526315	148.473684210527	-0.262427712045564	-0.129321864990305	-0.114996867954973
NC_053451.1	3300000	3350000	483	136.143022509398	118.557894736842	132.736842105264	-0.539777312319687	-0.388706459591251	-0.102073570251952
NC_053451.1	3350000	3400000	500	140.934805910349	131.663157894736	150.842105263158	-0.27496029871025	-0.50802360489754	0.286935285850764
NC_053451.1	3400000	3450000	447	125.995716483853	109.668421052631	125.21052631579	-0.541333290627404	-0.460129974704169	-0.025396461168002
NC_053451.1	3450000	3500000	462	130.223760661163	114.88947368421	134.157894736842	-0.491981222146456	-0.552064451316154	0.123175696037329
NC_053451.1	3500000	3550000	430	121.203933082901	106.078947368421	127.315789473685	-0.52119548836408	-0.653384677351919	0.20537743730962
NC_053451.1	3550000	3600000	477	134.451804838473	127.8	144.105263157895	-0.206734343572964	-0.452580442981022	0.29287426808673
NC_053451.1	3600000	3650000	426	120.076454635618	105.131578947368	108.473684210527	-0.519799831096485	-0.103782880778313	-0.393492569392935
NC_053451.1	3650000	3700000	419	118.103367352873	114.768421052631	118.21052631579	-0.117920977467107	-0.108659420276593	0.00369389649684034
NC_053451.1	3700000	3750000	486	136.98863134486	120.010526315789	134.105263157895	-0.517942212273469	-0.384029441274052	-0.085880386150384
NC_053451.1	3750000	3800000	424	119.512715411977	106.126315789473	115.578947368421	-0.46777914716088	-0.294907427854171	-0.1340278587282
NC_053451.1	3800000	3850000	335	94.4263199599346	86.936842105263	95.7894736842107	-0.330793102050266	-0.348821023799579	0.058537631039602
NC_053451.1	3850000	3900000	459	129.378151825701	124.210526315789	134.947368421053	-0.166875215978062	-0.309619698532615	0.175492259379129
NC_053451.1	3900000	3950000	437	123.177020365646	110.226315789473	116.684210526316	-0.439158622425653	-0.195529389475984	-0.214737478320111
NC_053451.1	3950000	4e+06	429	120.92206347108	119.073684210526	112.526315789474	-0.0638414562521875	0.201905867288926	-0.282770655127266
NC_053451.1	4e+06	4050000	447	125.995716483853	111.021052631579	138.736842105264	-0.496486640628164	-0.820536554958382	0.412103354374795
NC_053451.1	4050000	4100000	403	113.593453563742	100.394736842105	114.368421052632	-0.485124388107115	-0.458482977412614	0.0277570317139622
NC_053451.1	4100000	4150000	295	83.1515354871068	74.1421052631579	84.263157894737	-0.451484326880879	-0.452255743035179	0.0540635607672876
NC_053451.1	4150000	4200000	269	75.8229255797687	55.4000000000001	74.9473684210528	-1.12156393869056	-0.956833292258088	-0.0465974882143805
NC_053451.1	4200000	4250000	436	122.895150753825	104.542105263158	129	-0.623772363163065	-0.742210927048507	0.202362370839668
NC_053451.1	4250000	4300000	357	100.62745141999	93.336842105263	105.052631578948	-0.302286889122749	-0.433460179699856	0.17853762031483
NC_053451.1	4300000	4350000	325	91.6076238417277	75.4315789473684	88.7368421052634	-0.73629503512158	-0.540231737967442	-0.12699506511407
NC_053451.1	4350000	4400000	398	112.184105504638	90.9421052631577	103.631578947369	-0.790513421497188	-0.421533274206175	-0.310109685989287
NC_053451.1	4400000	4450000	335	94.4263199599346	78.8684210526314	83.3157894736844	-0.6871568006201	-0.175240050600866	-0.477117233864265
NC_053451.1	4450000	4500000	449	126.559455707494	112.368421052631	122	-0.468419730648089	-0.283886072177246	-0.146825538965791
NC_053451.1	4500000	4550000	418	117.821497741052	100.231578947368	123.684210526316	-0.623445347932472	-0.742102893328348	0.202570387974417
NC_053451.1	4550000	4600000	320	90.1982757826242	64.963157894737	78.7894736842108	-1.16646796803215	-0.570066876655345	-0.512414574485678
NC_053451.1	4600000	4650000	297	83.7152747107482	53.3894736842107	58.8421052631581	-1.50954041677069	-0.242026890689864	-1.20173753850719
NC_053451.1	4650000	4700000	299	84.2790139343896	60.863157894737	60.5263157894738	-1.15784126527025	0.0148525885798653	-1.14009602196782
NC_053451.1	4700000	4750000	334	94.1444503481139	75.8526315789472	94.7368421052634	-0.810310905999665	-0.746301453893398	0.0255136061631149
NC_053451.1	4750000	4800000	402	113.311583951921	90.836842105263	119.842105263158	-0.828112340281254	-0.954023302407643	0.234476021750564
NC_053451.1	4800000	4850000	469	132.196847943908	119.215789473684	123.842105263158	-0.410293687129853	-0.130585771775251	-0.25773442196469
NC_053451.1	4850000	4900000	442	124.586368424749	102.010526315789	121.157894736842	-0.756929957936432	-0.573228283166556	-0.11212710817447
NC_053451.1	4900000	4950000	332	93.5807111244725	69.1368421052632	77.5789473684213	-1.08932149689801	-0.335620182668683	-0.693245412197824
NC_053451.1	4950000	5e+06	435	122.613281142004	110.994736842105	117.105263157895	-0.395787376555966	-0.185855890545223	-0.182991968734592
NC_053451.1	5e+06	5050000	445	125.431977260211	115.210526315789	127.473684210527	-0.340408980326643	-0.364674709277011	0.0663299920577335
NC_053451.1	5050000	5100000	424	119.512715411977	95.8368421052629	105.315789473685	-0.827338204149075	-0.295728439624373	-0.483705079446534
NC_053451.1	5100000	5150000	445	125.431977260211	110.668421052631	120.157894736842	-0.491676489173969	-0.282192489625088	-0.171341852871107
NC_053451.1	5150000	5200000	463	130.505630272984	112.131578947368	122.473684210527	-0.588240992734618	-0.295679019486207	-0.250940804703767
NC_053451.1	5200000	5250000	393	110.774757445535	93.0999999999998	114.894736842106	-0.666081757765251	-0.73313377898806	0.151256339843564
NC_053451.1	5250000	5300000	377	106.264843656404	93.4526315789471	106.947368421053	-0.503207520901931	-0.473029179704787	0.0261020539394638
NC_053451.1	5300000	5350000	282	79.4872305334378	59.1368421052633	69.684210526316	-1.0664574382982	-0.492772297001175	-0.498232147769572
NC_053451.1	5350000	5400000	250	70.4674029551755	52.6578947368422	51.2105263157896	-1.05172978954925	0.0761598614767842	-1.10070158270855
NC_053451.1	5400000	5450000	363	102.318669090914	86.7421052631578	103	-0.635232265099465	-0.591659382302456	0.0270428552788217
NC_053451.1	5450000	5500000	310	87.3795796644172	73.5631578947369	85.6315789473686	-0.659107292750212	-0.513463955784737	-0.0809880490841728
NC_053451.1	5500000	5550000	341	96.1175376308588	83.5	88.7894736842108	-0.547544731695562	-0.204790796303137	-0.309258553563117
NC_053451.1	5550000	5600000	365	102.882408314556	96.8947368421051	102.21052631579	-0.242854916824023	-0.192402727677186	-0.0265243621556419
NC_053451.1	5600000	5650000	353	99.4999729727072	84.8631578947368	96.0000000000003	-0.613713321481303	-0.416664473032075	-0.142779257255908
NC_053451.1	5650000	5700000	385	108.519800550969	105.442105263158	115.263157894737	-0.118380845577496	-0.337165753208029	0.25262306579125
NC_053451.1	5700000	5750000	330	93.0169719008312	81.0947368421052	86.105263157895	-0.534503672782833	-0.200390878167841	-0.301214608149847
NC_053451.1	5750000	5800000	378	106.546713268225	88.9789473684209	111.894736842106	-0.688169997891756	-0.801158109599582	0.203994983678504
NC_053451.1	5800000	5850000	340	95.8356680190381	84.7999999999999	84.105263157895	-0.480298166618727	0.0269762186462	-0.496473427688521
NC_053451.1	5850000	5900000	288	81.1784482043619	71.1210526315789	77.0000000000002	-0.516158003327679	-0.26900890787294	-0.208044084388575
NC_053451.1	5900000	5950000	290	81.7421874280033	72.3210526315789	67.5263157894739	-0.480194780121591	0.217902127699704	-0.703035169396246
NC_053451.1	5950000	6e+06	319	89.9164061708035	80.5736842105263	85.9473684210528	-0.43320248873524	-0.222247238907292	-0.178812434464318
NC_053451.1	6e+06	6050000	375	105.701104432762	101.336842105263	110.105263157895	-0.172317958289941	-0.308982677596649	0.1693122114654
NC_053451.1	6050000	6100000	322	90.7620150062656	80.1578947368421	88.7368421052634	-0.487140874707865	-0.351540993327291	-0.090405238755623
NC_053451.1	6100000	6150000	315	88.7889277235207	72.6157894736842	83.3157894736845	-0.759371579078533	-0.44809453254907	-0.249640093050829
NC_053451.1	6150000	6200000	278	78.359752086155	64.1578947368422	68.842105263158	-0.754869999897392	-0.221956629022752	-0.490523194335453
NC_053451.1	6200000	6250000	249	70.1855333433548	52.6526315789475	61.5789473684211	-1.03951698136612	-0.4715594914836	-0.49386647597853
NC_053451.1	6250000	6300000	236	66.5212283896857	62.0894736842106	69.9473684210527	-0.277097574452001	-0.437657965019148	0.207129414638207
NC_053451.1	6300000	6350000	287	80.8965785925412	59.1105263157896	51.4210526315791	-1.12195348595391	0.353066535356428	-1.47257625076902
NC_053451.1	6350000	6400000	269	75.8229255797687	67.1263157894737	64.5263157894738	-0.47759092552932	0.127268617763998	-0.601209911112771
NC_053451.1	6400000	6450000	281	79.2053609216171	69.2157894736843	71.842105263158	-0.525349796825487	-0.123132701222861	-0.375533214618103
NC_053451.1	6450000	6500000	277	78.0778824743343	76.8473684210526	87.3157894736843	-0.0656396686425574	-0.497804592519622	0.477783755067056
NC_053451.1	6500000	6550000	274	77.2322736388722	65.1947368421054	67.4210526315791	-0.649096653032227	-0.107012815917256	-0.512857701000007
NC_053451.1	6550000	6600000	315	88.7889277235207	77.4947368421052	93.2631578947371	-0.530292107292262	-0.660349837440731	0.204078023482543
NC_053451.1	6600000	6650000	262	73.8498382970238	60.942105263158	73.2105263157896	-0.727634796865494	-0.616371135351653	-0.0349106520588904
NC_053451.1	6650000	6700000	251	70.7492725669962	66.7473684210527	76.1052631578948	-0.235396617787558	-0.490472634585857	0.304954642212288
NC_053451.1	6700000	6750000	365	102.882408314556	99.8631578947366	118.842105263158	-0.122458256594351	-0.686934887132559	0.630052274858821
NC_053451.1	6750000	6800000	305	85.9702316053138	72.9578947368422	88.4210526315791	-0.630852382285613	-0.668562319846918	0.115372049440313
NC_053451.1	6800000	6850000	232	65.393749942403	54.3473684210527	69.4736842105264	-0.702477437876001	-0.856799615700769	0.250787814030954
NC_053451.1	6850000	6900000	281	79.2053609216171	68.1631578947369	70.1578947368423	-0.580707505513436	-0.0935216307885093	-0.461429592847807
NC_053451.1	6900000	6950000	286	80.6147089807205	68.3631578947368	75.7368421052633	-0.633128344078531	-0.339736710106232	-0.244527151059192
NC_053451.1	6950000	7e+06	332	93.5807111244725	83.4263157894737	89.7368421052634	-0.452522516698253	-0.250878178939997	-0.166528177973406
NC_053451.1	7e+06	7050000	271	76.3866648034101	70.3578947368421	76.1052631578949	-0.328657577513494	-0.279280216170609	-0.0148684639726728
NC_053451.1	7050000	7100000	290	81.7421874280033	73.421052631579	84.2105263157896	-0.42412783388341	-0.49033958483471	0.12206983097673
NC_053451.1	7100000	7150000	237	66.8030980015064	51.6105263157896	62.842105263158	-0.945951289617337	-0.622958597530346	-0.238481757552254
NC_053451.1	7150000	7200000	250	70.4674029551755	60.8947368421054	72.2105263157896	-0.565308036196109	-0.595431644273045	0.0996349863902627
NC_053451.1	7200000	7250000	280	78.9234913097964	67.7631578947369	78.7894736842107	-0.588999848275133	-0.518783974829137	-0.00685886507779761
NC_053451.1	7250000	7300000	239	67.3668372251478	59.6105263157895	65.7894736842106	-0.47893474077263	-0.339887216906331	-0.0941962697075909
NC_053451.1	7300000	7350000	252	71.0311421788169	60.142105263158	66.6842105263159	-0.637985885161291	-0.341546970614454	-0.246545169818437
NC_053451.1	7350000	7400000	222	62.575053824196	57.1526315789474	65.0000000000001	-0.360212056768641	-0.464218281347559	0.155575096703586
NC_053451.1	7400000	7450000	284	80.0509697570791	62.7157894736844	87.3684210526318	-0.902097563338212	-1.14375452279976	0.369346562299366
NC_053451.1	7450000	7500000	226	63.7025322714788	50.0000000000001	68.842105263158	-0.894304004868962	-1.09518700790817	0.324067399472526
NC_053451.1	7500000	7550000	230	64.8300107187616	61.7157894736843	66.2105263157896	-0.199749969895076	-0.256776855060591	0.0855752920874809
NC_053451.1	7550000	7600000	253	71.3130117906376	60.4263157894738	77.9473684210527	-0.635349192701864	-0.911162939836081	0.374832496322204
NC_053451.1	7600000	7650000	215	60.601966541451	50.4157894736843	57.0000000000001	-0.698478340976092	-0.401978629959807	-0.238384174480528
NC_053451.1	7650000	7700000	184	51.8640085750093	48.1105263157895	53.842105263158	-0.300235765885087	-0.407809362203464	0.152195977812467
NC_053451.1	7700000	7750000	187	52.7096174104714	49.8894736842106	51.5263157894738	-0.222002107282362	-0.114628373244626	-0.0896336988037637
NC_053451.1	7750000	7800000	237	66.8030980015064	57.5947368421053	55.6315789473685	-0.573350009082854	0.108886390289978	-0.672610043630168
NC_053451.1	7800000	7850000	165	46.5084859504159	39.7842105263158	45.8421052631579	-0.598994417389129	-0.479661368517365	-0.0569467159777342
NC_053451.1	7850000	7900000	245	69.058054896072	64.4368421052632	69.842105263158	-0.278423130333162	-0.290147329517312	0.0457055720964057
NC_053451.1	7900000	7950000	225	63.4206626596581	59.9578947368422	60.6315789473685	-0.226994415283187	-0.0393289631651619	-0.176620072460141
NC_053451.1	7950000	8e+06	214	60.3200969296303	54.242105263158	57.3684210526317	-0.418703035297042	-0.191745496239752	-0.196231942106299
NC_053451.1	8e+06	8050000	127	35.7974407012292	25.4789473684211	34.7894736842105	-1.18956589284854	-0.952071825033777	-0.11063667663411
NC_053451.1	8050000	8100000	152	42.8441809967468	35.2894736842106	38.4736842105263	-0.729713237701779	-0.273218078852451	-0.404095583925422
NC_053451.1	8100000	8150000	100	28.1869611820702	17.4105263157895	27.4736842105263	-1.57069470170598	-1.2978574946676	-0.0981352818419793
NC_053451.1	8150000	8200000	104	29.314439629353	21.9315789473684	32.3684210526316	-1.03552634223218	-1.29589355096832	0.404965797697638
NC_053451.1	8200000	8250000	129	36.3611799248706	23.4052631578948	36.6842105263158	-1.47084672800899	-1.33735605709781	0.0349334719635575
NC_053451.1	8250000	8300000	53	14.9390894264972	8.19999999999999	18.8421052631579	-1.81951221716276	-2.51845513604407	0.96260172649379
NC_053451.1	8300000	8350000	99	27.9050915702495	28.5842105263158	30.1578947368421	0.0999619405174738	-0.204943100145655	0.312887617416998
NC_053451.1	8350000	8400000	51	14.3753502028558	10.1684210526316	13.1578947368421	-1.17861324974762	-0.73354460664206	-0.310776434098921
NC_053451.1	8400000	8450000	81	22.8314385574769	16.7842105263158	25.7368421052632	-1.0827958461556	-1.41477979830488	0.486607943682997
NC_053451.1	8450000	8500000	80	22.5495689456562	14.3526315789474	24.8947368421053	-1.48558237782431	-1.68595947188188	0.397324864656214
NC_053451.1	8500000	8550000	49	13.8116109792144	9.17894736842105	14	-1.34867257737474	-1.22826509123557	0.0498356467191425
NC_053451.1	8550000	8600000	27	7.61047951915895	6.86315789473684	12.2105263157895	-0.382184456200123	-2.35654260823441	2.03339417168991
NC_053451.1	8600000	8650000	23	6.48300107187615	4.36315789473684	6.36842105263158	-1.25737633916649	-1.01947391840308	-0.0577782120473937
NC_053451.1	8650000	8700000	18	5.07365301277264	3.32631578947368	6.73684210526316	-1.2956783273067	-2.14767314272214	1.01974021406888
NC_053451.1	8700000	8750000	42	11.8385236964695	8.11578947368421	13.6842105263158	-1.25578670430267	-1.63832082944291	0.559445063919831
NC_053451.1	8750000	8800000	31	8.73795796644176	7.18421052631579	12.3684210526316	-0.698423703790528	-2.0165504405106	1.42934369542005
NC_053451.1	8800000	8850000	57	16.06656787378	10.6315789473684	20.6315789473684	-1.36813035232882	-2.20939573749534	1.05455501654496
NC_053451.1	8850000	8900000	23	6.48300107187615	4.97368421052632	6.89473684210526	-0.895245143712629	-0.976661365399275	0.207622208449951
NC_053451.1	8900000	8950000	42	11.8385236964695	9.04210526315789	11.2631578947368	-0.943313403015967	-0.653470122896889	-0.17439879427129
NC_053451.1	8950000	9e+06	53	14.9390894264972	12.8631578947368	13.4736842105263	-0.560488597937279	-0.144481105727552	-0.361413237849795
NC_053451.1	9e+06	9050000	33	9.30169719008316	6.73157894736842	6.47368421052632	-1.08939422512444	0.0947611271313707	-1.05585946948535
NC_053451.1	9050000	9100000	38	10.7110452491867	8.22631578947368	13.2105263157895	-0.921800350356483	-1.60887210917865	0.826646192140991
NC_053451.1	9100000	9150000	57	16.06656787378	12.1578947368421	19.3684210526316	-0.98391632961573	-1.59309061072033	0.762755177922445
NC_053451.1	9150000	9200000	36	10.1473060255453	7.6578947368421	9	-0.972040450099967	-0.455348032461726	-0.397586495290793
NC_053451.1	9200000	9250000	36	10.1473060255453	8.58947368421052	12.8421052631579	-0.608286809464964	-1.44282827540813	0.933853532134553
NC_053451.1	9250000	9300000	55	15.5028286501386	11.4473684210526	16.578947368421	-1.0566098601619	-1.17269234775566	0.256721196555425
NC_053451.1	9300000	9350000	41	11.5566540846488	10.3157894736842	13.1578947368421	-0.428292886660097	-0.85511606277014	0.49569222622367
NC_053451.1	9350000	9400000	55	15.5028286501386	11.3052631578947	15.7894736842105	-1.09363397425791	-1.0247526977311	0.0683826560057115
NC_053451.1	9400000	9450000	56	15.7846982619593	10.7421052631579	18.2631578947368	-1.29119310596488	-1.68973990975785	0.581754084451771
NC_053451.1	9450000	9500000	68	19.1671336038077	13.5	21.1052631578948	-1.2028077649325	-1.42097889250876	0.381375960645885
NC_053451.1	9500000	9550000	60	16.9121767092421	11.1578947368421	12.8421052631579	-1.3785574625687	-0.354463331153262	-0.897606073923848
NC_053451.1	9550000	9600000	56	15.7846982619593	13.4684210526316	17.4210526315789	-0.593099852575531	-0.888029861601225	0.384091725984621
NC_053451.1	9600000	9650000	84	23.677047392939	14.5894736842105	28.3157894736842	-1.57052490690458	-2.09463661505416	0.75112808301237
NC_053451.1	9650000	9700000	45	12.6841325319316	6.06315789473684	13.7894736842105	-2.09118711693434	-2.13173037580407	0.315320566279975
NC_053451.1	9700000	9750000	45	12.6841325319316	6.78947368421052	14.2105263157895	-1.86178550992004	-2.04750669610609	0.435434210786393
NC_053451.1	9750000	9800000	62	17.4759159328835	10.7473684210526	24.6315789473684	-1.56169018849409	-2.83257063495991	1.53183074592753
NC_053451.1	9800000	9850000	71	20.0127424392698	12.1315789473684	18.6842105263158	-1.60410706604659	-1.17486575088913	-0.251276051524908
NC_053451.1	9850000	9900000	62	17.4759159328835	8.91052631578946	15.6315789473684	-1.9880196880716	-1.3711875287505	-0.394821848729371
NC_053451.1	9900000	9950000	50	14.0934805910351	7.9157894736842	11.578947368421	-1.76395301748521	-0.915734744802231	-0.653321659129786
NC_053451.1	9950000	1e+07	66	18.6033943801663	12.7473684210526	15.7894736842105	-1.27938201828488	-0.584798265371018	-0.569032153932859
NC_053451.1	1e+07	10050000	84	23.677047392939	17.6368421052632	20.4736842105263	-1.04387520268476	-0.432902275887341	-0.51870442557812
NC_053451.1	10050000	10100000	155	43.6897898322089	28.0052631578948	34.1578947368421	-1.48606037870654	-0.517920871958925	-0.864959310672395
NC_053451.1	10100000	10150000	133	37.4886583721534	26.9157894736842	38.6315789473685	-1.16478625236309	-1.14531655870167	0.120056664284253
NC_053451.1	10150000	10200000	118	33.2606141948429	27.821052631579	43.2631578947369	-0.674066225006017	-1.69617316635615	1.17723343750609
NC_053451.1	10200000	10250000	105	29.5963092411737	22.3526315789474	31.8421052631579	-1.00652322825992	-1.1673883359692	0.295127355355211
NC_053451.1	10250000	10300000	111	31.2875269120979	17.7368421052631	39.4736842105264	-1.78306023357306	-2.5337422622769	1.02083987717029
