CHR	START	END	N_MRK	THETA_S	THETA_PI	THETA_L	TAJIMA_D	FAY_WU_H	ZENG_E
NC_053451.1	1900000	1950000	658	232.593631645393	233.866666666666	221.111111111113	0.0274422631238391	0.229716617748202	-0.245390384036908
NC_053451.1	1950000	2e+06	468	165.431336793379	154.777777777778	174.777777777778	-0.32260736433448	-0.505419720169472	0.279700132017855
NC_053451.1	2e+06	2050000	193	68.22275213915	62.5111111111112	63.6666666666667	-0.417602701961408	-0.0701376077140078	-0.324245104397855
NC_053451.1	2050000	2100000	0	0	0	0	0	0	0
NC_053451.1	2100000	2150000	335	118.417730396969	113.444444444445	143.444444444445	-0.210137024268291	-1.05628228875435	1.04054923415907
NC_053451.1	2150000	2200000	386	136.445504278299	151.244444444444	147.111111111111	0.542987140686843	0.126461198271572	0.385841675128494
NC_053451.1	2200000	2250000	316	111.701500911768	113	116.111111111111	0.0581498172034696	-0.116061027951193	0.194139856262082
NC_053451.1	2250000	2300000	384	135.738532753541	132.088888888889	121.555555555556	-0.134603764148753	0.32393677392907	-0.515714182106486
NC_053451.1	2300000	2350000	423	149.524477486323	153.555555555555	146.222222222223	0.135010145125088	0.204887966749515	-0.10917416871717
NC_053451.1	2350000	2400000	471	166.491794080516	165.844444444444	151.88888888889	-0.0194783332286081	0.350439455162541	-0.434259323564426
NC_053451.1	2400000	2450000	408	144.222191050638	145.777777777778	128.888888888889	0.0540090053485898	0.489076602849999	-0.525266784434358
NC_053451.1	2450000	2500000	390	137.859447327815	137.666666666667	130.555555555556	-0.00700102172879453	0.215354273547533	-0.261562446698222
NC_053451.1	2500000	2550000	523	184.873053724225	183.599999999999	186.666666666667	-0.034507126260621	-0.0693972764989173	0.0481012580520845
NC_053451.1	2550000	2600000	365	129.02230326834	124.333333333334	115.222222222223	-0.181902732832933	0.294657959236842	-0.527449057739232
NC_053451.1	2600000	2650000	306	108.166643287978	111.977777777778	119.222222222222	0.176223240689718	-0.278997466261644	0.502311257791928
NC_053451.1	2650000	2700000	297	104.985271426567	108.133333333333	104.888888888889	0.149953431080995	0.128696045363398	-0.00450898330467912
NC_053451.1	2700000	2750000	321	113.468929723663	119.666666666667	130.111111111111	0.273244949970145	-0.383623940130154	0.721513667896356
NC_053451.1	2750000	2800000	417	147.403562912049	149.044444444444	155.444444444445	0.0557449865268986	-0.181364618683596	0.269600831760952
NC_053451.1	2800000	2850000	386	136.445504278299	134.177777777778	129.777777777778	-0.0832050345871787	0.134619985256836	-0.2412133507814
NC_053451.1	2850000	2900000	524	185.226539486604	190.177777777777	182.000000000001	0.133951795281613	0.18470837629362	-0.0863665266401446
NC_053451.1	2900000	2950000	364	128.668817505961	132	134.666666666667	0.129582709861001	-0.0864762257933679	0.22986071922346
NC_053451.1	2950000	3e+06	458	161.896479169589	160.644444444444	157.000000000001	-0.0387389281048296	0.0940956815579565	-0.149685123371614
NC_053451.1	3e+06	3050000	440	155.533735446766	173	179.888888888889	0.562456712252079	-0.185087662390526	0.77454348989022
NC_053451.1	3050000	3100000	523	184.873053724225	179.555555555555	170.000000000001	-0.144134985983035	0.216237890539988	-0.398866766782638
NC_053451.1	3100000	3150000	489	172.854537803338	170.155555555555	159.888888888889	-0.0782299520542873	0.248379060544409	-0.371567409495638
NC_053451.1	3150000	3200000	494	174.621966615234	190.044444444444	191.111111111112	0.442508729864315	-0.0255461030281041	0.467823540846936
NC_053451.1	3200000	3250000	542	191.589283209427	210.644444444444	209.666666666668	0.498446295484781	0.0213555532045419	0.468011034665034
NC_053451.1	3250000	3300000	541	191.235797447048	201.777777777777	190.000000000001	0.276266271912647	0.257710039782521	-0.032052369841384
NC_053451.1	3300000	3350000	609	215.272829288821	204.022222222221	178.555555555557	-0.261992438583666	0.495341643830642	-0.847131057586316
NC_053451.1	3350000	3400000	481	170.026651704306	177.777777777777	173.111111111112	0.228391892318484	0.114764943130191	0.0898441505313447
NC_053451.1	3400000	3450000	467	165.077851031	166.711111111111	168.888888888889	0.0495633970324884	-0.0551516391046444	0.114289329455295
NC_053451.1	3450000	3500000	534	188.761397110394	198.622222222221	200.444444444445	0.261794191277813	-0.040391680282975	0.306941877464553
NC_053451.1	3500000	3550000	648	229.058774021603	233.044444444443	248.555555555557	0.0872403473000663	-0.283631476990478	0.423026128279032
NC_053451.1	3550000	3600000	571	201.840370318418	214.866666666666	223.444444444445	0.323480124646765	-0.177884408517096	0.531233972399689
NC_053451.1	3600000	3650000	574	202.900827605555	204.422222222221	200.555555555556	0.0375836000718127	0.0797694638503891	-0.0573711655427092
NC_053451.1	3650000	3700000	448	158.361621545798	165.422222222222	167.111111111112	0.223321404904899	-0.0445717668609115	0.273355017891398
NC_053451.1	3700000	3750000	557	196.891569645112	207.422222222221	195.777777777779	0.268062292332411	0.247515301825896	-0.0280678996371663
NC_053451.1	3750000	3800000	450	159.068593070556	166.288888888888	167.222222222223	0.2273606471005	-0.0245230619552051	0.253623121191936
NC_053451.1	3800000	3850000	386	136.445504278299	141.288888888889	141.555555555556	0.177708371776991	-0.00815878698528175	0.184862500157386
NC_053451.1	3850000	3900000	434	153.412820872492	164.777777777777	172.333333333334	0.371022699965491	-0.205785341503899	0.609904722931279
NC_053451.1	3900000	3950000	379	133.971103941646	152.355555555555	157.111111111111	0.686955012609699	-0.14816327083721	0.852315749687475
NC_053451.1	3950000	4e+06	377	133.264132416888	137.622222222222	135.444444444445	0.163705416811527	0.0682074031499331	0.0807261360228329
NC_053451.1	4e+06	4050000	456	161.189507644831	153.6	147.555555555556	-0.235852004097037	0.156740853462176	-0.418591140400183
NC_053451.1	4050000	4100000	525	185.580025248983	181.577777777777	174.111111111112	-0.108071921013876	0.168327488406878	-0.306417156091188
NC_053451.1	4100000	4150000	433	153.059335110113	150.355555555555	171.333333333334	-0.0884713242095511	-0.572666831711943	0.590404256676554
NC_053451.1	4150000	4200000	323	114.175901248421	118.488888888889	126.888888888889	0.188978138945426	-0.306639812979685	0.547820624781164
NC_053451.1	4200000	4250000	478	168.966194417169	161.488888888889	177.666666666667	-0.221702278721091	-0.400332220156411	0.254996245575219
NC_053451.1	4250000	4300000	472	166.845279842895	164.488888888889	176.666666666667	-0.0707525190472743	-0.305153960952598	0.29145690521054
NC_053451.1	4300000	4350000	381	134.678075466404	132.8	134.222222222223	-0.0698093192287996	-0.0440798386179874	-0.0167037996354152
NC_053451.1	4350000	4400000	444	156.947678496282	158.666666666666	151.555555555556	0.0548585419915332	0.189349263562074	-0.169958271421398
NC_053451.1	4400000	4450000	427	150.938420535839	150.755555555555	141.555555555556	-0.00606738916598612	0.254651234383824	-0.307340459610656
NC_053451.1	4450000	4500000	527	186.286996773741	176.088888888888	168.000000000001	-0.274335287653691	0.181666898684869	-0.486745989690476
NC_053451.1	4500000	4550000	384	135.738532753541	128.177777777778	153.333333333334	-0.27885079127883	-0.773621156303198	0.639773163537466
NC_053451.1	4550000	4600000	335	118.417730396969	111.822222222223	122	-0.278681031939237	-0.358353546851476	0.148941961973686
NC_053451.1	4600000	4650000	350	123.720016832654	118.822222222223	127	-0.198113941172804	-0.275705876510565	0.130636857031014
NC_053451.1	4650000	4700000	285	100.743442278019	102.177777777778	106.444444444445	0.0711850101143746	-0.176291605163071	0.277682413918215
NC_053451.1	4700000	4750000	352	124.426988357412	125.888888888889	126.333333333334	0.0587986891729206	-0.0148996416818929	0.0755034024070974
NC_053451.1	4750000	4800000	344	121.59910225838	125.688888888889	134.666666666667	0.168303875515538	-0.30790795055342	0.529369144650203
NC_053451.1	4800000	4850000	623	220.221629962127	215.133333333332	199.88888888889	-0.11583430833413	0.289884196014386	-0.458680766834868
NC_053451.1	4850000	4900000	611	215.979800813579	207.422222222221	191.333333333335	-0.198629199129887	0.311919332901699	-0.566795323301349
NC_053451.1	4900000	4950000	446	157.65465002104	163.288888888889	157.111111111112	0.179003265361433	0.163764755378885	-0.0170564963016078
NC_053451.1	4950000	5e+06	431	152.352363585355	167.311111111111	168.333333333334	0.491734313050586	-0.0280339154847164	0.518679860456772
NC_053451.1	5e+06	5050000	507	179.217281526161	187.977777777777	192.777777777778	0.244933022999276	-0.112028279589934	0.374995229751033
NC_053451.1	5050000	5100000	488	172.501052040959	168.888888888888	170.666666666667	-0.104912407093374	-0.0430969223756086	-0.0526757945099064
NC_053451.1	5100000	5150000	461	162.956936456726	159.755555555555	146.777777777778	-0.0984105981303826	0.332906899297815	-0.491422937271283
NC_053451.1	5150000	5200000	660	233.300603170151	222.555555555554	216.777777777779	-0.230925937018709	0.10373903185182	-0.352046252863204
NC_053451.1	5200000	5250000	548	193.710197783701	187.555555555555	176.444444444445	-0.159235438450588	0.240035092761929	-0.442162801420879
NC_053451.1	5250000	5300000	517	182.752139149951	182.6	176.333333333334	-0.00417157952854222	0.143447509010451	-0.174112554643455
NC_053451.1	5300000	5350000	251	88.7249263571325	87.6444444444446	86.6666666666669	-0.0608464522404572	0.0458043411480671	-0.113488133740932
NC_053451.1	5350000	5400000	324	114.5293870108	113.555555555556	114	-0.0425383391553361	-0.0161747405175487	-0.0227430271071066
NC_053451.1	5400000	5450000	513	181.338196100435	167.866666666666	171.333333333334	-0.372254826646173	-0.0799688581807665	-0.273474826025047
NC_053451.1	5450000	5500000	413	145.989619862533	140.822222222222	141.666666666667	-0.177244264452388	-0.0241600465454189	-0.146325014234637
NC_053451.1	5500000	5550000	363	128.315331743581	129.288888888889	131.555555555556	0.0379752104920005	-0.0737055234408567	0.124513870189509
NC_053451.1	5550000	5600000	497	175.682423902371	173.955555555555	196.222222222223	-0.0492498599813954	-0.530076479877973	0.57927572858187
NC_053451.1	5600000	5650000	433	153.059335110113	150.711111111111	163.333333333334	-0.0768370655004637	-0.344570720775839	0.331936788544125
NC_053451.1	5650000	5700000	481	170.026651704306	178.999999999999	173.444444444445	0.264405452609086	0.136624932297853	0.0995534856942668
NC_053451.1	5700000	5750000	387	136.798990040678	147.133333333333	153.444444444445	0.378200647995459	-0.192596422465484	0.600640208701078
NC_053451.1	5750000	5800000	361	127.608360218823	136.911111111111	144.111111111111	0.364871699671982	-0.235409168180706	0.637610746952438
NC_053451.1	5800000	5850000	447	158.008135783419	157.2	159.777777777778	-0.0256177189735381	-0.0681817068612487	0.0554097408935157
NC_053451.1	5850000	5900000	383	135.385046991162	141.422222222222	149.777777777778	0.223238332696857	-0.2576278894453	0.524684444790483
NC_053451.1	5900000	5950000	268	94.7341843175756	101.933333333333	119.444444444445	0.379832942839929	-0.768888200817385	1.27810445493162
NC_053451.1	5950000	6e+06	379	133.971103941646	140.622222222222	139.777777777778	0.248526262205453	0.0263093658495809	0.213877183684038
NC_053451.1	6e+06	6050000	347	122.659559545517	128.222222222222	122.666666666667	0.226944986179841	0.18890477718544	0.000285467795677136
NC_053451.1	6050000	6100000	335	118.417730396969	122.533333333334	121.777777777778	0.173897210490869	0.026602665050107	0.139702508375904
NC_053451.1	6100000	6150000	316	111.701500911768	117.822222222222	111.333333333333	0.274100173486345	0.242070144012481	-0.0162091426512691
NC_053451.1	6150000	6200000	422	149.170991723944	146.688888888889	139.000000000001	-0.0833277080373064	0.215327168035035	-0.337042491434034
NC_053451.1	6200000	6250000	189	66.8088090896339	67.5111111111111	72.4444444444445	0.0524269893720314	-0.305666652305279	0.409280960268221
NC_053451.1	6250000	6300000	253	89.4318978818905	87.5555555555556	100	-0.104834038974468	-0.578412996438079	0.57821263417834
NC_053451.1	6300000	6350000	308	108.873614812736	105.511111111111	102.444444444445	-0.154474005684157	0.117344153733063	-0.290252709459899
NC_053451.1	6350000	6400000	225	79.5342965352783	76.8666666666667	79.8888888888889	-0.167476107764328	-0.157709788799362	0.021747120674021
NC_053451.1	6400000	6450000	219	77.4133819610042	82.1333333333334	92.2222222222223	0.304388875505969	-0.540690676124339	0.932389611411462
NC_053451.1	6450000	6500000	290	102.510871089914	100.4	120.444444444445	-0.102963540571191	-0.814078653072508	0.85877462128754
NC_053451.1	6500000	6550000	242	85.5435544957214	87.9333333333334	93.6666666666668	0.139554271099379	-0.278439306652418	0.464110977425922
NC_053451.1	6550000	6600000	173	61.1530368915697	67.9111111111111	73.5555555555556	0.550771392404261	-0.381491780610832	0.981019357519149
NC_053451.1	6600000	6650000	301	106.399214476083	108.644444444445	112.555555555556	0.10553374997132	-0.153100315266119	0.284261220384746
NC_053451.1	6650000	6700000	308	108.873614812736	104.6	115.444444444445	-0.196330608812558	-0.414956137838662	0.296648089061251
NC_053451.1	6700000	6750000	371	131.143217842614	131.777777777778	113.555555555556	0.0242203604818162	0.579866325368758	-0.661531398955252
NC_053451.1	6750000	6800000	299	105.692242951325	110.333333333333	109.888888888889	0.219599953146847	0.0175129119310531	0.195043117240921
NC_053451.1	6800000	6850000	204	72.1110955253191	61.7555555555557	94.3333333333335	-0.716593436655438	-1.87234686444145	1.49885164939777
NC_053451.1	6850000	6900000	201	71.050638238182	63.3333333333333	81.3333333333334	-0.541944949591909	-1.04971770486119	0.703577725937465
NC_053451.1	6900000	6950000	275	97.2085846542287	85.0222222222224	103.777777777778	-0.626680027960313	-0.802806693373858	0.33133457507724
NC_053451.1	6950000	7e+06	168	59.3856080796747	54.7555555555556	54.888888888889	-0.38847796349646	-0.0092748783838446	-0.365877572047271
NC_053451.1	7e+06	7050000	251	88.7249263571325	88.7333333333335	94.3333333333335	0.000473431965768306	-0.262333953848035	0.309235828664896
NC_053451.1	7050000	7100000	281	99.3294992285028	95.2000000000002	99.5555555555559	-0.207846691282753	-0.182497480057193	0.0111638371668835
NC_053451.1	7100000	7150000	272	96.1481273670917	82.3333333333336	94.777777777778	-0.718216520689011	-0.538475166202506	-0.0698616025983879
NC_053451.1	7150000	7200000	222	78.4738392481412	84.4222222222223	81.888888888889	0.378459170787578	0.133959240948191	0.212194413519817
NC_053451.1	7200000	7250000	255	90.1388694066485	94.1111111111112	96.7777777777779	0.22020401452155	-0.122985465610533	0.360456904805858
NC_053451.1	7250000	7300000	240	84.8365829709634	75.8000000000002	87.8888888888892	-0.532074828967546	-0.591925517503245	0.175807165027456
NC_053451.1	7300000	7350000	240	84.8365829709634	74.8000000000002	97.3333333333336	-0.590954920112311	-1.103331755052	0.719789664712623
NC_053451.1	7350000	7400000	252	89.0784121195115	97.0222222222223	99.5555555555558	0.445583882921228	-0.118209806305829	0.57545327922966
NC_053451.1	7400000	7450000	190	67.1622948520129	63.7111111111113	78.1111111111113	-0.256285639833078	-0.887597102585029	0.791097058839792
NC_053451.1	7450000	7500000	143	50.5484640201993	53.7555555555556	62.5555555555556	0.315669344083563	-0.716855147694185	1.1404136448066
NC_053451.1	7500000	7550000	108	38.1764623369337	34.5333333333333	41.3333333333333	-0.473299919884349	-0.728391273028382	0.391599135154676
NC_053451.1	7550000	7600000	105	37.1160050497967	34.2444444444444	40.5555555555556	-0.383578972127222	-0.694781088277605	0.438164057131185
NC_053451.1	7600000	7650000	213	75.2924673867302	65.8888888888889	85.4444444444446	-0.623405044988106	-1.07712455780755	0.656657350964279
NC_053451.1	7650000	7700000	159	56.2042362182635	52.7333333333334	69.4444444444445	-0.30756013943672	-1.22697199998145	1.13590017238732
NC_053451.1	7700000	7750000	183	64.6878945153599	65.9111111111112	78.6666666666669	0.0942842799204024	-0.815800054587503	1.04733870629753
NC_053451.1	7750000	7800000	262	92.6132697433016	100.311111111111	93.7777777777779	0.415395300337712	0.293360344622981	0.0615783639536386
NC_053451.1	7800000	7850000	178	62.9204657034648	77.7555555555556	69.8888888888889	1.17534030174265	0.517010519116287	0.536250379442477
NC_053451.1	7850000	7900000	134	47.3670921587881	56.7333333333334	51.4444444444445	0.983179200707574	0.459111495675011	0.412085222910482
NC_053451.1	7900000	7950000	103	36.4090335250386	43.5777777777778	39.8888888888889	0.975934154431183	0.413758376614684	0.451410094686658
NC_053451.1	7950000	8e+06	128	45.246177584514	59.5333333333334	64.7777777777778	1.56926385463925	-0.476083122629637	2.06213608581095
NC_053451.1	8e+06	8050000	138	48.7810352083042	63.1111111111112	64.6666666666667	1.46107575172834	-0.131205837044781	1.56103421149498
NC_053451.1	8050000	8100000	198	69.990180951045	65.4444444444447	77.8888888888891	-0.324025077283181	-0.73655384708966	0.548385972686143
NC_053451.1	8100000	8150000	112	39.5904053864498	39.2444444444444	42.6666666666667	-0.0433604984603181	-0.353838993696028	0.368699240780807
NC_053451.1	8150000	8200000	99	34.9950904755226	33.2222222222222	33.2222222222222	-0.250968783878149	-3.31275157698036e-15	-0.238715203205298
NC_053451.1	8200000	8250000	102	36.0555477626596	34.7777777777778	34.3333333333333	-0.175634498190582	0.0503246526740142	-0.225470232505986
NC_053451.1	8250000	8300000	72	25.4509748912891	30.0888888888889	31.3333333333333	0.898050552933196	-0.197201273181689	1.06549948574603
NC_053451.1	8300000	8350000	172	60.7995511291907	84.5555555555556	81.8888888888889	1.94723784186263	0.181261330775125	1.6774804634948
NC_053451.1	8350000	8400000	50	17.6742881189508	20.5777777777778	20.6666666666667	0.802881187562656	-0.0199275474428106	0.754871655688238
NC_053451.1	8400000	8450000	43	15.1998877822977	20.1777777777778	18.8888888888889	1.59359877024639	0.332916096706276	1.06393734986468
NC_053451.1	8450000	8500000	80	28.2788609903213	33.6888888888889	30.8888888888889	0.944602094569858	0.400978593561735	0.428870633019908
NC_053451.1	8500000	8550000	58	20.5021742179829	25.4222222222222	22.8888888888889	1.17723815719094	0.493490199489653	0.526778792220196
NC_053451.1	8550000	8600000	30	10.6045728713705	12.6	11	0.903529703368859	0.576349144717982	0.155642428940656
NC_053451.1	8600000	8650000	28	9.89760134661243	11.1111111111111	10.2222222222222	0.586909219477359	0.340923852940322	0.13541330915685
NC_053451.1	8650000	8700000	40	14.1394304951606	17.2666666666667	17	1.07372330821812	0.0736867693330395	0.879083847876583
NC_053451.1	8700000	8750000	60	21.2091457427409	23.3333333333333	20.2222222222222	0.491704342337576	0.586815493912612	-0.211228120022552
NC_053451.1	8750000	8800000	34	12.0185159208865	12.6444444444444	11.4444444444444	0.251363637809853	0.385427904036573	-0.20309980320266
NC_053451.1	8800000	8850000	41	14.4929162575396	14.9777777777778	13.3333333333333	0.162546741458202	0.444068936001206	-0.34873036310707
NC_053451.1	8850000	8900000	29	10.2510871089914	10.0444444444444	7.77777777777777	-0.0966497760469806	0.842092348659632	-1.00175635233415
NC_053451.1	8900000	8950000	41	14.4929162575396	18.1555555555556	16.5555555555556	1.22787653418411	0.432067072866039	0.620313507848816
NC_053451.1	8950000	9e+06	47	16.6138308318137	19.7333333333333	17.7777777777778	0.91609806652052	0.464703574996205	0.310277251607459
NC_053451.1	9e+06	9050000	67	23.6835460793941	25.8	22.7777777777778	0.439772587069066	0.51309127811003	-0.175285791147719
NC_053451.1	9050000	9100000	72	25.4509748912891	26.4888888888889	22.4444444444444	0.200973808467328	0.640904137840499	-0.544587120379486
NC_053451.1	9100000	9150000	97	34.2881189507645	40.0444444444445	36.8888888888889	0.831432002353976	0.375150262525256	0.356973087941695
NC_053451.1	9150000	9200000	38	13.4324589704026	17.4444444444444	15	1.44746567252773	0.708437077237461	0.503758115934929
NC_053451.1	9200000	9250000	119	42.0648057231029	45.2444444444444	40.8888888888889	0.375347383754054	0.424527928635029	-0.13306598440969
NC_053451.1	9250000	9300000	71	25.0974891289101	24.4888888888889	23.3333333333333	-0.119472480956702	0.185587509328354	-0.323692856445301
NC_053451.1	9300000	9350000	59	20.8556599803619	21.6	21.3333333333333	0.175151908314546	0.0511091069239163	0.103807114388351
NC_053451.1	9350000	9400000	91	32.1672043764904	32.4	34.2222222222222	0.0358078355887407	-0.230448255576639	0.299465792758617
NC_053451.1	9400000	9450000	110	38.8834338616917	40.8444444444444	36.8888888888889	0.250192606049852	0.416213534667738	-0.243162373147299
NC_053451.1	9450000	9500000	142	50.1949782578202	57.5555555555556	51.1111111111111	0.729542721226216	0.528586619333423	0.0875991003753527
NC_053451.1	9500000	9550000	138	48.7810352083042	53.8666666666667	46.2222222222222	0.518524316021577	0.64478297062007	-0.251447015031235
NC_053451.1	9550000	9600000	139	49.1345209706832	56.4444444444445	52.6666666666667	0.740002159768554	0.31640099300408	0.344706330429093
NC_053451.1	9600000	9650000	226	79.8877822976573	87.8000000000001	81.4444444444446	0.494551609377652	0.330207195617972	0.0950593633128225
NC_053451.1	9650000	9700000	150	53.0228643568524	55.9333333333333	47.8888888888889	0.273229136605884	0.62535376050767	-0.465793939060911
NC_053451.1	9700000	9750000	184	65.0413802777389	68.9777777777779	55.1111111111112	0.301777075338329	0.882124185817091	-0.740104453225656
NC_053451.1	9750000	9800000	225	79.5342965352783	82.2000000000001	75.4444444444446	0.167355166463882	0.352527763198577	-0.250830301478835
NC_053451.1	9800000	9850000	296	104.631785664188	112.044444444445	94.2222222222224	0.354278595545428	0.709309730985154	-0.488591413174549
NC_053451.1	9850000	9900000	279	98.6225277037447	98.9555555555557	94.5555555555556	0.0168815672114722	0.185666397873089	-0.202254987699064
NC_053451.1	9900000	9950000	221	78.1203534857622	74.7333333333335	60.7777777777779	-0.216464226065253	0.741242878289752	-1.08231892454214
NC_053451.1	9950000	1e+07	221	78.1203534857622	78.8000000000001	73.3333333333335	0.0434361621961303	0.290359471431972	-0.298749308659665
NC_053451.1	1e+07	10050000	208	73.5250385748351	71.4666666666667	64.4444444444446	-0.139716702767847	0.395944035088689	-0.601048781859203
NC_053451.1	10050000	10100000	184	65.0413802777389	69.2888888888889	59.5555555555556	0.325627868154712	0.619183322736996	-0.408859340907678
NC_053451.1	10100000	10150000	187	66.1018375648759	67.9555555555556	64.2222222222223	0.139849316449834	0.233748169360017	-0.137915793428026
NC_053451.1	10150000	10200000	183	64.6878945153599	69.2666666666667	60.1111111111112	0.352927058629723	0.585556833606351	-0.342908687381506
NC_053451.1	10200000	10250000	257	90.8458409314065	101.511111111111	99.3333333333335	0.586660938338964	0.0996660427908607	0.457327783574094
NC_053451.1	10250000	10300000	187	66.1018375648759	72.7111111111112	68.4444444444445	0.498620821677435	0.267140764982879	0.171887555476929
NC_053451.1	10300000	10350000	219	77.4133819610042	79.3777777777779	72.8888888888891	0.126683558059901	0.347756998740763	-0.284869730710182
NC_053451.1	10350000	10400000	200	70.697152475803	70.6888888888889	73.2222222222223	-0.000583188549864382	-0.14846524034857	0.173610768072443
NC_053451.1	10400000	10450000	204	72.1110955253191	71.688888888889	71.3333333333335	-0.0292162944145406	0.020434890744245	-0.0524587197008774
NC_053451.1	10450000	10500000	223	78.8273250105202	76.2222222222223	73.3333333333335	-0.165008165394562	0.152085105520246	-0.339882276550891
NC_053451.1	10500000	10550000	163	57.6181792677796	54.4222222222222	60.1111111111111	-0.276307034098919	-0.407636793848082	0.208823900219646
